Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,"latitude, longitude",name,source,source_url
306,drowned,drowning or exhaustion related death,United,2011-05-06T00:00:00Z,2011,0,0,1,"drowned, body found near Selinunte, Trapani (I) in advanced state of decomposition (May 6, 2011). From Del Grande's data set (translated): The lifeless body of a young boy, probably Tunisian, was fished out of a few hundred meters from the shore of Selinunte, Trapani (Jul 5, 2011)",selinunte,37.583372,12.825218,"37.583372, 12.825218","Event at Selinunte on May 06, 2011",ANSA/FE,http://fortresseurope.blogspot.com/2011/07/trapani-ripescato-il-corpo-senza-vita.html
307,drowned,drowning or exhaustion related death,United,2011-05-04T00:00:00Z,2011,0,0,25,"feared drowned, boat sank 2 miles from Adra, Almeria coast (E), 29 survivors (May 4, 2011). From Del Grande's data set (translated): Shipwreck off the coast of Almeria. At least 25 missing at sea, including a woman and a child of a few months (May 6, 2011)",adra,36.750191,-3.017606,"36.750191, -3.017606","Event at Adra on May 04, 2011",Humano/Publico/MUGAK/EP,http://fortresseurope.blogspot.com/2011/05/spagna-25-dispersi-al-largo-di-almeria.html
308,drowned,drowning or exhaustion related death,Del grande,2011-04-29T00:00:00Z,2011,0,0,1,"Linosa, found a dead body among the rocks. Probably one of the more than two hundred missing the wreck of 6 April (Apr 30, 2011)",linosa,35.866074,12.868741,"35.866074, 12.868741","Event at Linosa on Apr 29, 2011",Ansa,http://fortresseurope.blogspot.com/2011/04/linosa-ritrovato-un-cadavere-tra-gli.html
309,drowned,drowning or exhaustion related death,United,2011-04-15T00:00:00Z,2011,0,0,1,"drowned, found 3 days after shipwreck off Pantelleria (I) on the way from Libya (Apr 15, 2011). From Del Grande's data set (translated): Pantelleria, found a dead body in the sea. This is the third victim of the sinking of 6 April (Apr 19, 2011)",pantelleria,36.828221,11.940496,"36.828221, 11.940496","Event at Pantelleria on Apr 15, 2011",LR/FE,http://fortresseurope.blogspot.com/2011/04/pantelleria-ripescato-un-terzo-cadavere.html
310,drowned,drowning or exhaustion related death,Del grande,2011-04-12T00:00:00Z,2011,0,0,495,"Are still missing at sea, twenty days after their departure from Libya, two boats of the Eritrean direct to Lampedusa. First there were 335 passengers and 160 on the second. Both had asked for help by calling the Eritrean community in Rome. But they never arrived at their destination. Neither in Italy nor in Malta, nor have returned to Libya (Apr 13, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Apr 12, 2011",Repubblica,http://fortresseurope.blogspot.com/2011/04/pantelleria-due-morte-un-disperso-e-le.html
311,drowned,drowning or exhaustion related death,United,2011-04-12T00:00:00Z,2011,0,0,1,"drowned, body found after boat wrecked off Pantelleria (I) on the way from Libya (Apr 12, 2011). From Del Grande's data set (translated): Boat is going to crash against the rocks of Pantelleria instead of following the coast guard patrol boat to the entrance of the harbor of the island. Despite the rescue operations, they die two women. A third man is lost at sea (Apr 13, 2011)",pantelleria,36.828221,11.940496,"36.828221, 11.940496","Event at Pantelleria on Apr 12, 2011",LR/FE/MAS/Mail Online,http://fortresseurope.blogspot.com/2011/04/pantelleria-due-morte-un-disperso-e-le.html
312,drowned,drowning or exhaustion related death,United,2011-04-02T00:00:00Z,2011,0,0,2,"drowned, boat capsized in a storm off Lampedusa (I), 28 people were rescued (Apr 2, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Apr 02, 2011",AFP/Le Monde/Migreurop/Romandie/LR,
313,drowned,drowning or exhaustion related death,Del grande,2011-04-02T00:00:00Z,2011,0,0,250,"Shipwreck off the coast of Libya in a boat heading to Lampedusa. Found along the shores of Tripoli, the lifeless bodies of 68 people drowned. Unspecified number of missing at sea. According to the agency Habeshia could be over 250, but the information is not confirmed (Apr 3, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Apr 02, 2011",Tg3,http://fortresseurope.blogspot.com/2011/04/libia-naufragio-tripoli-almeno-68.html
314,drowned,drowning or exhaustion related death,United,2011-04-02T00:00:00Z,2011,0,0,2,"drowned, fell into sea during boat rescue of 22 migrants from Tunisia 50km from Marsala (I) (Apr 2, 2011). From Del Grande's data set (translated): The vessel Alcapa rescues a boat in distress off the coast of Marsala, during transhipment operations 2 passengers falling overboard and end up missing (Mar 5, 2011)",tunis,36.81881,10.16596,"36.81881, 10.16596","Event at Tunis on Apr 02, 2011",FE/GRR,http://fortresseurope.blogspot.com/2011/03/due-dispersi-al-largo-di-marsala-strage.html
315,drowned,drowning or exhaustion related death,Del grande,2011-04-01T00:00:00Z,2011,0,0,1,"Found a second dead body near Marina di Modica (Rg), in Sicily, in the cliffs of Punta Regilione, drowned after the landing of the previous days (Apr 2, 2011)",punta,28.569022,-16.324539,"28.569022, -16.324539","Event at Punta on Apr 01, 2011",Il clandestino,http://fortresseurope.blogspot.com/2011/04/modica-ritrovato-un-altro-cadavere-in.html
316,drowned,drowning or exhaustion related death,Del grande,2011-03-31T00:00:00Z,2011,0,0,1,"Landing at Marina di Modica (Rg), in Sicily, a drowned (Apr 1, 2011)",marina,36.711697,14.773094,"36.711697, 14.773094","Event at Marina on Mar 31, 2011",Il clandestino,http://fortresseurope.blogspot.com/2011/04/modica-un-morto-annegato-punta.html
317,drowned,drowning or exhaustion related death,United,2011-03-30T00:00:00Z,2011,0,0,70,"drowned, found off Tripoli coast (LY), may include those from 2 missing boats on way to I (Mar 30, 2011)",tripoli,32.876174,13.187507,"32.876174, 13.187507","Event at Tripoli on Mar 30, 2011",Quotidiano/LR/Migeurop/Kaosenlared/RAI/PICUM/MUGAK/Quotidiano,
318,drowned,drowning or exhaustion related death,Del grande,2011-03-28T00:00:00Z,2011,0,0,46,"You lost at sea a boat game from Zarzis to Lampedusa with 46 passengers on board. At least 7 of them are from the district of Jebal Ahmer, in Tunis (Mar 29, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Mar 28, 2011",Fortress Europe,http://fortresseurope.blogspot.com/2011/11/il-naufragio-di-zarzis-e-i-ragazzi-di.html
319,drowned,drowning or exhaustion related death,Del grande,2011-03-28T00:00:00Z,2011,0,0,74,"You lost at sea a boat game from Sfax to Lampedusa with 74 passengers on board. The victims were originating in the governorate of Kef and the districts of Hay and Nur Mallasin in Tunis, no victim of Jebal Ahmer (Mar 29, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Mar 28, 2011",Fortress Europe,http://fortresseurope.blogspot.com/2011/11/il-naufragio-di-zarzis-e-i-ragazzi-di.html
320,drowned,drowning or exhaustion related death,United,2011-03-27T00:00:00Z,2011,0,0,27,"drowned, found off Kerkennah coast (TN) after 2 boats travelling together from LY sank  (Mar 27, 2011). From Del Grande's data set (translated): The bodies of 27 Tunisians, aged between 19 and 23 years, died in 2 wrecks of boats headed for Italy, on 13 and 27 March, were discovered in the last hours on the coast of the island of Kerkennah (Apr 1, 2011)",kerkennah,34.658056,11.068611,"34.658056, 11.068611","Event at Kerkennah on Mar 27, 2011",PUB/Reu/TunisieSoir/GuardianUn/MUGAK/Quotidiano,http://fortresseurope.blogspot.com/2011/04/tunisia-27-morti-sulla-rotta-per.html
321,drowned,drowning or exhaustion related death,United,2011-03-27T00:00:00Z,2011,0,0,11,"drowned, boat sank on way to Lampedusa (I) from LY, 6 rescued by Egyptian fishing boats (Mar 27, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Mar 27, 2011",Guardian Un./PerCat/AdnK,
322,drowned,drowning or exhaustion related death,United,2011-03-26T00:00:00Z,2011,0,0,308,"feared drowned, boat of 335 left Libya for Italy has been missing for 2 weeks (Mar 26, 2011)",libya,26.3351,17.228331,"26.3351, 17.228331","Event at Libya on Mar 26, 2011",Quotidiano/LR/Migeurop/Kaosenlared/RAI,
323,drowned,drowning or exhaustion related death,United,2011-03-24T00:00:00Z,2011,0,0,305,"feared drowned after 2 boats travelling together from Sidi Bilal (LY) sank on way to Italy (Mar 24, 2011)","Sidi Bilal, libya",30.134703,31.254136,"30.134703, 31.254136","Event at Sidi Bilal, Libya on Mar 24, 2011",PUB/Reu/TunisieSoir/GuardianUn/MUGAK/Quotidiano,
324,drowned,drowning or exhaustion related death,United,2011-03-21T00:00:00Z,2011,0,0,1,"drowned, found off Crete s island jumped off LY-GR ship in Souda (GR) during repatriation (Mar 21, 2011)",crete,35.240117,24.809269,"35.240117, 24.809269","Event at Crete on Mar 21, 2011",MNS,
325,drowned,drowning or exhaustion related death,United,2011-03-21T00:00:00Z,2011,0,0,3,"missing, sent distress signal near Paxoi island (GR) way to I, jumped into sea during rescue (Mar 21, 2011). From Del Grande's data set (translated): Three lost at sea during the rescue operation off the Greek island of Paxos in the Ionian Sea, a boat directly in Puglia (Mar 22, 2011)",puglia,40.792839,17.101193,"40.792839, 17.101193","Event at Puglia on Mar 21, 2011",ORF,http://fortresseurope.blogspot.com/2011/03/grecia-3-dispersi-sulla-rotta-per-la.html
326,drowned,drowning or exhaustion related death,United,2011-03-17T00:00:00Z,2011,0,0,3,"drowned, patrols found bodies in Petalo area of river Evros (GR) (Mar 17, 2011)",evros,41.244376,26.135943,"41.244376, 26.135943","Event at Evros on Mar 17, 2011",clandestinE,
327,drowned,drowning or exhaustion related death,Del grande,2011-03-16T00:00:00Z,2011,0,0,3,"A corpse in an advanced state of decomposition was found on the rocks of Pantelleria. Two other victims of the crossings of the Strait of Sicily were fished out in the last hour off Lampedusa (Mar 17, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Mar 16, 2011",Repubblica,http://fortresseurope.blogspot.com/2011/03/pantelleria-trovato-un-cadavere-sugli.html
328,drowned,drowning or exhaustion related death,United,2011-03-13T00:00:00Z,2011,0,0,40,"drowned; 17 found, 23 missing, boat sank near Kerkenneh (TN) on way to Lampedusa (I) (Mar 13, 2011). From Del Grande's data set (translated): The family of 40 children of Tunis denouncing the sinking of a boat off the island of Kerkennah game from Sfax with 45 passengers on board. Saved in 5. Of the 40 victims, only 4 bodies are recovered (Mar 13, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Mar 13, 2011",LR/AFP/Le Figaro/EP/Diario de Noticias/TunisieSoir,http://fortresseurope.blogspot.com/2011/11/lorologio-di-riad-e-i-ragazzi-di.html
329,drowned,drowning or exhaustion related death,Del grande,2011-03-13T00:00:00Z,2011,0,0,48,"Sailed from Sidi Mansour (Sfax) on the route to Lampedusa, the old fishing vessel ""Zuhair"" is lost at sea with all its 48 passengers. It is a different vessel from that wrecked yesterday in Kerkennah (Mar 14, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Mar 13, 2011",Fortress Europe,http://fortresseurope.blogspot.com/2011/11/ahmed-akram-mohammed-makram-e-walid.html
330,drowned,drowning or exhaustion related death,Del grande,2011-03-04T00:00:00Z,2011,0,0,19,"During the landing of the ferry greek Ionian King at the port of Souda, Crete load of 1,200 foreigners were evacuated from Benghazi, fleeing Libya in revolt, a group of 46 Bangladeshis fear of being expelled from Greece throws herself into the sea to escape groped . 3 of them drowned, while 16 others are reported missing (Mar 5, 2011)",crete,35.240117,24.809269,"35.240117, 24.809269","Event at Crete on Mar 04, 2011",Kathimerini,http://fortresseurope.blogspot.com/2011/03/grecia-3-morti-e-16-dispersi-tra-i.html
331,drowned,drowning or exhaustion related death,Del grande,2011-03-03T00:00:00Z,2011,0,0,1,"A vessel is at sea the lifeless body of a drowning man, to Cap Carbon, Arzew (Mar 4, 2011)",arzew,35.85,-0.316667,"35.85, -0.316667","Event at Arzew on Mar 03, 2011",Apdha,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
332,drowned,drowning or exhaustion related death,United,2011-02-26T00:00:00Z,2011,0,0,1,"drowned while trying to cross Benzu breakwater (MA) to Ceuta (E) body found hours after (Feb 26, 2011). From Del Grande's data set (translated): Ceuta, found the body of a boy drowned trying to swim around the border post Benz (Feb 28, 2011)",ceuta,35.888384,-5.324636,"35.888384, -5.324636","Event at Ceuta on Feb 26, 2011",Faro/FE/DiarioVasco,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
333,drowned,drowning or exhaustion related death,Del grande,2011-02-25T00:00:00Z,2011,0,0,15,"The family of 9 children in the province of Arzew recognize the bodies of their loved ones, fished in Jijel after the sinking of their ship direct to Spain, 6 other passengers are still missing (Feb 26, 2011)",arzew,35.85,-0.316667,"35.85, -0.316667","Event at Arzew on Feb 25, 2011",Apdha,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
334,drowned,drowning or exhaustion related death,Del grande,2011-02-24T00:00:00Z,2011,0,0,1,"Found the lifeless body of a young boy drowned trying to swim to Ceuta, one of the two Spanish enclaves in Morocco (Feb 25, 2011)",ceuta,35.888384,-5.324636,"35.888384, -5.324636","Event at Ceuta on Feb 24, 2011",El Faro,http://fortresseurope.blogspot.com/2011/03/ceuta-muore-annegato-un-16enne-alla.html
335,drowned,drowning or exhaustion related death,Del grande,2011-02-14T00:00:00Z,2011,0,0,6,"Found in Bouharoun, Tipaza, the lifeless bodies of 6 boys drowned during the crossing to Spain (Feb 15, 2011)","bouharoun, tipaza",36.623381,2.654829,"36.623381, 2.654829","Event at Bouharoun, Tipaza on Feb 14, 2011",Apdha,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
336,drowned,drowning or exhaustion related death,United,2011-02-05T00:00:00Z,2011,0,0,270,"drowned, 2 found, overcrowded boat capsized 300km from Tripoli (LY) to Lampedusa (I) (Feb 5, 2011). From Del Grande's data set (translated): A fishing boat with 700 passengers on board capsized during rescue operations off the island of Kerkennah. Two dead and 270 missing (Jun 2, 2011)",lampedusa,35.508622,12.59292,"35.508622, 12.59292","Event at Lampedusa on Feb 05, 2011",Migreurop/Mugak/UNHCR/Reu/Universo/GuardianUn/BBC/LR,http://fortresseurope.blogspot.com/2011/06/tunisia-2-morti-e-270-dispersi-al-largo.html
337,drowned,drowning or exhaustion related death,United,2011-02-03T00:00:00Z,2011,0,0,1,"drowned when disembarking boat of 500 migrants in Modica(I), body found by Punta Reglioni (Feb 3, 2011). From Del Grande's data set (translated): Man found dead in a truck tarpaulin, between different boxes, on board a ship just arrived from Greece in the port of Ancona (Apr 2, 2011)",punta,28.569022,-16.324539,"28.569022, -16.324539","Event at Punta on Feb 03, 2011",FE/PICUM,http://fortresseurope.blogspot.com/2011/04/ancona-un-morto-su-un-traghetto-giunto.html
338,drowned,drowning or exhaustion related death,United,2011-02-02T00:00:00Z,2011,0,0,1,"drowned, decomposed body found floating opposite La Carihuela beach, Torremolinos (E) (Feb 2, 2011). From Del Grande's data set (translated): Found on the beaches of Torremolinos lifeless body of a young boy drowned in the crossing of the Mediterranean (Mar 11, 2011)",torremolinos,36.622554,-4.499477,"36.622554, -4.499477","Event at Torremolinos on Feb 02, 2011",SUR/MUGAK,http://fortresseurope.blogspot.com/2011/03/spagna-un-morto-torremolinos.html
339,drowned,drowning or exhaustion related death,Del grande,2011-12-23T00:00:00Z,2011,0,0,1,"One drowned in Ceuta, while trying to swim to the Spanish enclave in Morocco bypassing the border (Dec 24, 2011)",ceuta,35.888384,-5.324636,"35.888384, -5.324636","Event at Ceuta on Dec 23, 2011",El Pueblo de Ceuta,http://fortresseurope.blogspot.com/2011/12/ancora-una-vittima-alla-frontiera-sud.html
